HP_name;PlotID_2;PAG;Precision;Center_x_coordinate;Center_y_coordinate;Date;Year;Canton;Municipality;Altitude_original;Species_richness;SqFt_ID;F;R;N;L;T;K;Nr_cuts;Nr_cuts_before_record;Soil;Content_of_Ca;Bedrock;Light_cond;Water_balance;Inclination;Exposition;Fertil_y_n;Fertil_frequ;Fertil_type;Fertil_treatment;Land_use;Land_use_2;Grazing_animal;EUNIS_class;EUNIS_habitat name;Type_of_classification;Total_biomass;vegetation type;Class (Mucina et al. 2016);Order (Mucina et al. 2016)
HP_320;320;320;151.7257556;8.98067352;47.23154927;23.06.1899;1899;SG;Uznach;440;17;320;3.4;3.125;3.266666667;3;3.230769231;2.866666667;;;stony loam;;;;humid;;;;;;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;16.562;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_321;321;321;121.3727367;8.984129094;47.23121762;23.06.1899;1899;SG;Uznach;460;21;321;3.138888889;3.105263158;3.555555556;3.473684211;3.264705882;2.944444444;;;heavy;;;;humid;;;;;;;forest meadow;meadow;;R22; Low and medium altitude hay meadow;1;NA;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_322;322;321;121.3727367;8.984129094;47.23121762;23.06.1899;1899;SG;Uznach;460;34;322;3.033333333;3.193548387;3.3;3.34375;3.285714286;3.1;;;heavy;;;;humid;;;;;;;forest meadow;meadow;;R22; Low and medium altitude hay meadow;1;NA;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_323;323;323;294.5913867;8.433756021;47.69697947;07.06.1887;1887;SH;Hallau;586;27;323;2.708333333;3.36;2.916666667;3.923076923;3.404761905;3.260869565;;;stony clay;;shell limestone;;;;;no;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;23.373;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_324;324;323;294.5913867;8.433756021;47.69697947;07.06.1887;1887;SH;Hallau;585;25;324;2.5;3.375;3;3.75;3.325;3.409090909;;;loam;;limestone  ;;;;;yes;;artificial fertiliser;1886 pro Juch 100Ko Marthaler Nr.2;meadow;meadow;;R22; Low and medium altitude hay meadow;1;44.099;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_325;325;325;335.587473;8.43532506;47.70259794;07.06.1887;1887;SH;Hallau;520;38;325;2.757575758;3.25;2.676470588;3.777777778;3.322580645;3.15625;;;clay;;Lias;;;;;no;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);3;16.134;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_326;326;325;335.587473;8.43532506;47.70259794;07.06.1887;1887;SH;Hallau;520;30;326;2.620689655;3.321428571;3.103448276;3.793103448;3.36;3.269230769;;;clay;;Lias;;;;;no;;stable manure, otherwise never;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;39.34;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_327;327;323;294.5913867;8.433756021;47.69697947;07.06.1887;1887;SH;Hallau;586;20;327;2.676470588;3.315789474;3.117647059;3.842105263;3.433333333;3.294117647;;;loam;;limestone  ;;;;;yes;;natural fertilisation; 1883, 200Ch Stallmist per Juch, sonst nie;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;2;49.466;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_328;328;328;185.4414106;7.890173257;47.40198;15.06.1885;1885;SO;Wisen;750;12;328;2.722222222;3.1;3.555555556;3.7;3.125;3.111111111;;;Muschelkalk alteration, stony, medium heavy;;;;dry;;;no;;;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;2;39.102;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_329;329;329;208.2060587;7.881717015;47.3861427;15.06.1885;1885;SO;Wisen;790;26;329;2.931818182;3.090909091;3.454545455;3.818181818;3.35;3.090909091;;;rich Lias soil;;;;;;;yes;every 3rd to 4th year;manure;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;55.389;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_330;330;330;224.6752143;8.845936234;47.19093526;3569;1909;SZ;Altendorf;408;10;330;3.055555556;2.9;3.555555556;3.5;2.875;3.125;;;;;;;;;;;;;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;21.088;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_331;331;330;224.6752143;8.845936234;47.19093526;3569;1909;SZ;Altendorf;408;19;331;2.944444444;3.166666667;3.277777778;3.666666667;3.25;3.117647059;;;;;;;;;;;;;;pasture;pasture;;R22; Low and medium altitude hay meadow;1;17.471;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_332;332;332;173.2021858;8.771940458;47.15939532;13.07.1884;1884;SZ;Einsiedeln;950;20;332;3.027777778;3.052631579;3.235294118;3.684210526;3.433333333;3.055555556;;;pebble, sandy loam;;;;;;;;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;39.462;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_333;333;333;440.5904783;8.77486394;47.13514676;30.09.1893;1893;SZ;Sihlsee;876;20;333;3.277777778;3;2.5;3.684210526;3.088235294;3.166666667;;;raised bog;;;;quite wet;;;;;;;;;;;;;32.842;;;
HP_334;334;334;1176.328167;8.776015872;47.14196403;30.09.1893;1893;SZ;Sihlsee;876;6;334;3.583333333;1.6;2;3.666666667;2.833333333;2.833333333;;1. cut;raised bog without Sphagnum;;;;;;;no;;;;litter meadow;meadow;;;;1;21.502;;;
HP_335;335;334;1176.328167;8.776015872;47.14196403;30.09.1893;1893;SZ;Sihlsee;876;6;335;4.083333333;1.4;1.666666667;4.166666667;2.75;2.833333333;;;bog soil;;;;;;;no;;;;litter meadow;meadow;;Q22; Poor fen;1;25.656;C.6 Mires and springs ;Scheuchzerio palustris-Caricetea fuscae;Caricetalia fuscae
HP_336;336;334;1176.328167;8.776015872;47.14196403;30.09.1893;1893;SZ;Sihlsee;876;11;336;3.25;2.5;2.2;3.727272727;2.944444444;3.1;;1. cut;raised bog;;;;wet;;;no;;;;litter meadow;meadow;;;;1;23.639;;;
HP_337;337;334;1176.328167;8.776015872;47.14196403;30.07.1893;1893;SZ;Sihlsee;875;6;337;4.166666667;1.6;2;4;3;2.5;;;floating;;;;;;;no;;;;litter meadow;meadow;;;;1;59.893;;;
HP_338;338;338;504.6121172;8.773437556;47.15158708;13.06.1896;1896;SZ;Sihlsee;885;6;338;4.3;1.75;1.8;4;2.8;3;;;spongy bog, peat bog;;;;;;;no;;;;litter meadow;meadow;;;;1;132.297;;;
HP_339;339;339;41.70873251;8.577682309;47.08422884;11118;1930;SZ;Steinerberg;1583;23;339;2.722222222;2.75;2.294117647;3.9;2.21875;3.058823529;;;;;;;;;;;;;;;;;R21; Mesic permanent pasture of lowlands and mountains;1;35.277;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_340;340;340;286.53145;8.947733343;47.19751116;6752;1918;SZ;Tuggen;;28;340;3.673076923;3.08;3.230769231;3.730769231;3.18;2.88;;;;;;;;;;;;;;;;;;;;51.987;;;
HP_341;341;341;324.7560736;8.957725646;47.19712638;6752;1918;SZ;Tuggen;;26;341;3.717391304;3.217391304;2.913043478;3.583333333;3.195652174;2.782608696;;;;;;;;;;;;;;;;;;;;15.221;;;
HP_342;342;342;140.0422704;9.064505671;47.66434816;2019;1905;TG;Ermatingen;511;24;342;3.5;3.043478261;3.086956522;3.52173913;3.225;2.904761905;;;reed soil from aggradation;;;;medium wet;;;no;;;;litter meadow;meadow;;R22; Low and medium altitude hay meadow;2;41.919;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_343;343;343;447.5646604;8.579038032;46.53670685;20.07.1884;1884;TI;Airolo;1630;25;343;2.636363636;3.130434783;2.5;3.833333333;2.8;3.25;;;shallow, light sand;;mica schist;;dry;;E;no;;;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;23.16;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_344;344;344;443.5932834;8.597451406;46.53433386;20.07.1884;1884;TI;Airolo;1530;27;344;2.673913043;3.125;3.043478261;3.76;3.026315789;3.181818182;;;light residual soil;;mica schist;;;;S;;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;80.212;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_345;345;345;352.0452706;8.619359032;46.5679699;27.08.1885;1885;TI;Airolo;2500;9;345;3.642857143;2.571428571;2.142857143;4.428571429;1.357142857;2.285714286;;;sand;;gneiss;;;;;;;;;meadow;meadow;;S25; Subalpine and subarctic deciduous scrub;1;NA;;;
HP_346;346;346;657.2543522;8.489388543;46.28349089;08.08.1888;1888;TI;Campo (Vallemaggia);1300;15;346;3.038461538;3.066666667;3.153846154;3.666666667;2.916666667;3;;;sandy loam, Gneis alteration;;;;;gentle slope;E;yes;;;;meadow;meadow;;R23; Mountain hay meadow;3;34.577;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_348;348;348;242.1352789;8.699186638;46.54572222;10052;1927;TI;Quinto;1918;24;348;3.1;2.954545455;2.833333333;3.739130435;2.447368421;2.736842105;;;;;;;;;;;;;;;;;R21; Mesic permanent pasture of lowlands and mountains;1;32.027;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_349;349;349;780.3082086;8.72846483;46.54473927;9694;1926;TI;Quinto;2000;35;349;2.887096774;3;2.285714286;3.941176471;2.071428571;2.965517241;;;;;;;;;;;;;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;2;29.084;A.1 Alpine grasslands;Juncetea trifidi;
HP_350;350;350;359.5145316;8.751439942;46.18449825;14.06.1886;1886;TI;Tegna;216;32;350;2.413793103;3.1875;2.620689655;3.75;3.461538462;3.407407407;2;;fertile alluvium;;gneiss;;;;;;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;38.31;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_351;351;351;187.9013485;8.595242295;46.64013897;19.07.1884;1884;UR;Andermatt;1440;22;351;2.416666667;3.142857143;2.222222222;3.909090909;3.3125;3.388888889;;;light, sandy residual soil;;gneiss;;;;;no;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;22.59;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_352;352;352;136.0328785;8.594761893;46.63201862;19.07.1884;1884;UR;Andermatt;1450;15;352;2.961538462;2.928571429;3.333333333;3.571428571;2.708333333;3;;;humus-rich soil;;mica schist;;fresh;;;yes;;;;meadow;meadow;;R23; Mountain hay meadow;3;49.706;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_353;353;353;324.2907932;8.590910722;46.6389102;19.07.1884;1884;UR;Andermatt;1410;19;353;3.058823529;3;3.0625;3.666666667;2.7;2.9375;1;;stony alterated soil;;gneiss;;;;;;;;;meadow;meadow;;R23; Mountain hay meadow;2;36.268;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_354;354;354;234.3563421;8.61397499;46.64292714;11501;1931;UR;Andermatt;1800;21;354;2.921052632;2.894736842;3.058823529;3.85;2.558823529;3;;;;;;;;;;;;;;;;;R23; Mountain hay meadow;1;23.919;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_355;355;355;836.0281496;8.662427855;46.66143148;11159;1930;UR;Andermatt;2050;11;355;3.1;2.454545455;2.222222222;4;1.666666667;2.7;;;;;;;;;;;;;;;;;R43; Temperate acidophilous alpine grassland;1;77.224;A.1 Alpine grasslands;Juncetea trifidi;
HP_356;356;356;747.2852948;8.482661885;46.64547282;10850;1929;UR;Göschenen;1715;9;356;2.9375;2.75;3;3.666666667;2.142857143;2.857142857;;;;;;;;;;;;;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;8.218;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_357;357;357;1032.692316;8.480737306;46.64815224;10850;1929;UR;Göschenen;1730;14;357;3;3;3.181818182;3.615384615;2.4;3.090909091;;;;;;;;;;;;;;;;;R21; Mesic permanent pasture of lowlands and mountains;1;5.435;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_358;358;357;1032.692316;8.480737306;46.64815224;10850;1929;UR;Göschenen;1730;9;358;2.928571429;2.625;2.428571429;3.555555556;2.857142857;3;;;;;;;;;;;;;;meadow;meadow;;R23; Mountain hay meadow;3;20.152;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_359;359;357;1032.692316;8.480737306;46.64815224;10850;1929;UR;Göschenen;1730;12;359;2.875;2.666666667;2.875;3.6;2.375;2.857142857;;;;;;;;;;;;;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;4.477;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_360;360;357;1032.692316;8.480737306;46.64815224;10850;1929;UR;Göschenen;1740;7;360;2.6;2.571428571;2;3.571428571;3.2;3.2;;;;;;;;;;;;;;;;;;;;9.656;;;
HP_361;361;361;533.9277743;8.650055923;46.7272922;7848;1921;UR;Gurtnellen;1280;17;361;3.142857143;2.714285714;2.923076923;3.666666667;2.535714286;2.928571429;;;;;;;;;;;;;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;34.457;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_362;362;362;505.2529981;8.495376199;46.5960402;11486;1931;UR;Realp;1650;16;362;2.928571429;2.857142857;2.928571429;3.928571429;2.708333333;2.928571429;;;;;;;;;;;;;;;;;R21; Mesic permanent pasture of lowlands and mountains;1;29.627;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_363;363;363;346.0408766;8.703128235;46.76438389;17.07.1886;1886;UR;Silenen;840;26;363;2.727272727;3;2.708333333;3.88;3.025;3.142857143;;;shallow, light soil;;gneiss;;;;;;;;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;13.63;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_364;364;364;603.4674673;8.737374468;46.77649986;18.07.1886;1886;UR;Silenen;1410;23;364;2.952380952;3.136363636;3.285714286;3.772727273;3.026315789;3.047619048;1;;;;;;;;S;yes;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;23.38;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_365;365;365;410.8224866;7.045435522;46.89283212;14.06.1894;1894;VD;Avenches;440;23;365;2.657894737;3.19047619;3;3.952380952;3.34375;3.222222222;;;bog soil;;;;;;;;;;;;;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;33.604;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_366;366;366;3382.162604;7.036607961;46.88697956;14.06.1894;1894;VD;Avenches;440;17;366;3.058823529;3.0625;2.5;3.941176471;3.357142857;3.0625;;;bog soil, 1.6m deep lake marl;;;;;;;;;;;;;;R;;1;19.015;;;
HP_367;367;367;483.0092713;7.039462506;46.89342125;14.06.1894;1894;VD;Avenches;440;11;367;3.15;3.272727273;3.3;3.818181818;3.111111111;3;;;bog soil;;;;;;;yes;;slurry and manure;;pasture;pasture;;R22; Low and medium altitude hay meadow;1;57.842;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_368;368;368;117.1260322;7.14175108;46.47557081;07.06.1886;1886;VD;Château-d'Oex;970;37;368;2.897058824;3.228571429;3.176470588;3.771428571;3.25;3.147058824;2;;dry, humic glacial debris;;Jura limestone;;;;SW;yes;;manure;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;31.811;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_369;369;369;308.53326;7.142308989;46.47794959;07.06.1886;1886;VD;Château-d'Oex;1000;32;369;3.120689655;3.066666667;3.413793103;3.6;3.115384615;3.142857143;2;;;;;;;;SW;yes;;manure, lime and gypsum;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;30.549;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_370;370;370;1551.656421;7.659662211;46.36373637;18.07.1898;1898;VS;Albinen;2430;19;370;3.088235294;2.588235294;2.3125;3.944444444;1.794117647;2.75;;;;;;;fresh;;;no;;;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;1;NA;A.1 Alpine grasslands;Juncetea trifidi;
HP_371;371;370;1551.656421;7.659662211;46.36373637;15.07.1898;1898;VS;Albinen;2440;22;371;2.852941176;2.555555556;2.125;4;1.794117647;2.9375;;;;;;;fresh;;;no;;;;meadow;meadow;;R43; Temperate acidophilous alpine grassland;1;17.038;A.1 Alpine grasslands;Juncetea trifidi;
HP_372;372;372;467.6568916;7.328270705;46.02053271;245;1900;VS;Bagnes;1580;20;372;2.705882353;3.210526316;2.647058824;3.85;2.53125;3.1875;;;;;;;;;;;;;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;10.15;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_373;373;373;462.8455887;8.161151334;46.42491392;27.06.1894;1894;VS;Bellwald;1560;34;373;2.725806452;2.939393939;2.59375;3.787878788;3.034482759;3.161290323;;;;;;;irrigated;;;;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;2;35.889;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_374;374;374;1121.359279;8.18192323;46.36347099;07.09.1893;1893;VS;Binn;1390;19;374;2.9375;3.0625;3.266666667;3.529411765;2.964285714;3.133333333;;2. cut;loam;;;;;;;yes;;manure;;;;;R22; Low and medium altitude hay meadow;1;28.194;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_375;375;375;224.2973705;8.208217135;46.44450349;908;1902;VS;Blitzingen;1260;29;375;2.804347826;2.846153846;2.652173913;3.730769231;2.85;3.045454545;;;alluvial soil with primary strata character;;;;;;N;no;;;;meadow;meadow;;R23; Mountain hay meadow;1;NA;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_376;376;376;156.5420435;8.206245905;46.44505318;908;1902;VS;Blitzingen;1260;10;376;1.75;3.375;2;4;3.4;3.8;;;alluvial soil with primary strata character;;;;;;S;;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);2;NA;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_377;377;377;258.6041389;8.1364067;46.3856414;25.06.1894;1894;VS;Ernen;1350;27;377;2.74;3.111111111;2.96;3.740740741;3.227272727;3.083333333;;;sand;;;;dry, irrigated;;;yes;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;22.911;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_378;378;378;534.5110901;8.150634236;46.40389371;25.06.1894;1894;VS;Ernen;1200;31;378;3.137931034;3.066666667;3.178571429;3.566666667;3.096153846;3.068965517;;;;;;;weakly irrigated;;;no;;;;;;;R22; Low and medium altitude hay meadow;1;44.982;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_380;380;380;1369.672667;7.491362936;46.1122699;30.06.1888;1888;VS;Evolène;1350;24;380;2.928571429;3.181818182;3.285714286;3.636363636;3.027777778;3.05;2;;alluvial soil;;cristalline schist;;fresh;;;yes;;rich;;meadow;meadow;;R;;1;38.228;;;
HP_381;381;381;2791.355459;7.120150007;46.13559439;1598;1904;VS;Fully;460;10;381;2.714285714;3.428571429;2.625;3.777777778;3.1;2.8;;;alluvial sand, poor;;;;quite humid;;;yes;;;;;;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;27.415;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_382;382;382;333.3776947;8.283215777;46.49389077;22.06.1894;1894;VS;Geschinen;1350;22;382;3.1;3.2;3.2;3.619047619;3.055555556;3.1;;;sand;2;;;;;;;;;;;;;R23; Mountain hay meadow;2;26.128;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_383;383;383;950.3502012;8.285657416;46.49420857;26.06.1894;1894;VS;Geschinen;1350;6;383;3.875;2.6;2.25;3.6;3;3.25;;;alluvium;;scree;;;;;;;;;litter meadow;meadow;;;;1;18.944;;;
HP_384;384;384;334.0158667;8.294735946;46.49680066;27.06.1894;1894;VS;Geschinen;1345;19;384;2.972222222;3.277777778;2.166666667;3.736842105;3.033333333;3.058823529;;;sand;1;;;;;;yes;;superphosphate;;litter meadow;meadow;;;;;26.379;;;
HP_385;385;385;427.0589976;7.572378109;46.18176601;559;1901;VS;Grimentz;1700;7;385;2.785714286;3.6;2.714285714;2.666666667;3.428571429;3.166666667;;;humic loam;;;;fresh;;;;;;;meadow;meadow;;;;1;NA;;;
HP_386;386;386;311.5066633;8.265654545;46.48486726;04.09.1893;1893;VS;Münster;1380;17;386;2.821428571;3.0625;3.071428571;3.6875;2.875;3.214285714;;2. cut;loam;;;;weakly irrigated;;;yes;;;;;;;R22; Low and medium altitude hay meadow;1;26.052;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_387;387;387;1256.181783;8.26445699;46.48549049;28.06.1894;1894;VS;Münster;1400;19;387;2.875;2.833333333;3;3.833333333;2.535714286;3;;;;;;;not irrigated;;;no;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;34.159;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_388;388;388;422.5671846;8.268314135;46.47957279;28.06.1894;1894;VS;Münster;1380;28;388;2.916666667;2.92;2.916666667;3.730769231;2.909090909;3.12;;;;;;;irrigated;;;no;;rich;;;;;R22; Low and medium altitude hay meadow;1;26.096;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_389;389;389;674.18548;8.393666375;46.57187883;11492;1931;VS;Oberwald;2000;29;389;2.839285714;2.857142857;2.555555556;3.896551724;2;3;;;;;;;;;;;;;;;;;R43; Temperate acidophilous alpine grassland;1;46.846;A.1 Alpine grasslands;Juncetea trifidi;
HP_390;390;390;661.4587318;8.34211961;46.52972195;23.06.1894;1894;VS;Oberwald;1360;9;390;3.888888889;3;3;3.666666667;2.916666667;3;;;;;;;;;;;;;;litter meadow;meadow;;;;2;18.874;;;
HP_391;391;391;551.9204861;8.340477589;46.5294774;23.06.1894;1894;VS;Oberwald;1370;15;391;3.269230769;2.857142857;2.615384615;3.785714286;3.041666667;3.153846154;;;;;;;;;;;;;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;24.212;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_392;392;392;504.3996723;8.370261731;46.53385988;31.07.1894;1894;VS;Oberwald;1650;18;392;2.794117647;2.6875;2.4;3.705882353;2.323529412;3.25;;;dry, loamy sand;;Gneiss;;;;;;;;;meadow;meadow;;R43; Temperate acidophilous alpine grassland;1;34.043;A.1 Alpine grasslands;Juncetea trifidi;
HP_393;393;393;1136.425346;7.386588105;46.22862099;05.07.1886;1886;VS;Sion;480;29;393;2.708333333;3.307692308;3.083333333;3.653846154;3.4;3.136363636;;;clay mud;2;;;;;;no;;;;irrigated meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);2;78.34;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_394;394;394;169.6771526;8.306572489;46.50607637;22.06.1894;1894;VS;Ulrichen;1345;17;394;3.09375;3.0625;3.5;3.5625;3.133333333;3.125;;;sand;;;;;;;;;;;meadow;meadow;;R23; Mountain hay meadow;2;25.315;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_395;395;395;376.6196702;8.310139291;46.50199115;28.06.1894;1894;VS;Ulrichen;1380;16;395;2.892857143;3;3.285714286;3.533333333;3.208333333;3.285714286;;;;;;;irrigated;;;no;;;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;3;30.189;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_396;396;396;499.1266089;7.901799321;46.25852412;06.07.1898;1898;VS;Visperterminen;1350;20;396;2.264705882;3.5625;2.411764706;3.833333333;3.321428571;3.4;;;dry, poor;;;;;;;no;;;;meadow;meadow;;R1B; Continental dry grassland (true steppe);1;41.146;A.3 Xeric grasslands and steppes;Festuco-Brometea;Festucetalia valesiacae
HP_397;397;397;538.924744;7.926350239;46.24689333;07.07.1898;1898;VS;Visperterminen;2000;22;397;2.789473684;3.105263158;2.470588235;3.75;2.263157895;3.055555556;;;;;;;irrigated;;;yes;;;;meadow;meadow;;R43; Temperate acidophilous alpine grassland;3;NA;A.1 Alpine grasslands;Juncetea trifidi;
HP_398;398;398;250.1001378;7.750815226;46.00158825;30.07.1886;1886;VS;Zermatt;2227;8;398;3.083333333;3;3.4;3.571428571;2.6;3;1;;loamy sand;;serpentine;;irrigated;;SW;yes;in autumn;cow manure;;meadow;meadow;;R23; Mountain hay meadow;3;38.599;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_399;399;399;243.1784874;7.764286428;46.01271524;01.08.1886;1886;VS;Zermatt;2130;15;399;2.142857143;3.166666667;2;4;2.727272727;3.666666667;;;loamy sand until 6 feet, then cohesive stony loam, then gravel;1;green schist;;;;S;no;;;;meadow;meadow;;R1B; Continental dry grassland (true steppe);1;30.4;A.3 Xeric grasslands and steppes;Festuco-Brometea;Festucetalia valesiacae
HP_400;400;399;243.1784874;7.764286428;46.01271524;01.08.1886;1886;VS;Zermatt;2130;26;400;2.934782609;3.125;3.045454545;3.791666667;2.7;3.181818182;1;;loamy, humus-rich sandsoil;1;green schist;;;;S;no;;;;irrigated meadow;meadow;;;;;37.144;;;
HP_401;401;401;261.950454;8.465142827;47.20671127;15.09.1893;1893;ZG;Cham;432;8;401;3.3125;3.5;3.125;3.375;3.5625;3.125;;;good, rich soil;;;;;;;;;;;litter meadow;meadow;;;;;NA;;;
HP_402;402;401;261.950454;8.465142827;47.20671127;15.09.1893;1893;ZG;Cham;433;10;402;3.388888889;3.222222222;2.888888889;3.4;3.166666667;3;;;bog soil, then lake marl;;;;drained;;;;;;;litter meadow;meadow;;R37; Temperate and boreal moist or wet oligotrophic grassland;1;42.337;B.4 Wet grasslands;Molinio-Arrhenatheretea;Molinietalia caeruleae
HP_403;403;403;415.0521651;8.450107773;47.18216224;6684;1918;ZG;Cham;;11;403;3.0625;3.222222222;3.875;3.777777778;3.625;2.75;;;;;;;;;;;;;;;;;R22; Low and medium altitude hay meadow;2;31.135;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
